,OFFENSE_DESCRIPTION,DISTRICT,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,Lat,Long,Location,DAY,Hour,OFFENSE_CATEGORY,District_Names
6226,PROPERTY - FOUND,D4,0,2022-01-10 13:00:00,2022,1,Monday,13,42.33954198983014,-71.06940876967543,"(42.33954198983014, -71.06940876967543)",10,13:00:00,PROPERTY LOSS,South End
6227,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,0,2022-01-09 19:00:00,2022,1,Sunday,19,42.346562025935626,-71.10505403878841,"(42.346562025935626, -71.10505403878841)",09,19:00:00,THEFT-DAMAGE,South End
6228,LARCENY SHOPLIFTING,D4,0,2022-01-10 10:43:00,2022,1,Monday,10,42.347498990301546,-71.07925505600643,"(42.347498990301546, -71.07925505600643)",10,10:43:00,SICK-INJURED,South End
6229,WARRANT ARREST - BOSTON WARRANT (MUST BE SUPPLEMENTAL),D4,0,2022-01-10 09:52:00,2022,1,Monday,9,42.335559540812085,-71.07436363774369,"(42.335559540812085, -71.07436363774369)",10,09:52:00,WARRANT-INVESTIGATION,South End
6230,INVESTIGATE PERSON,D4,0,2022-01-10 09:16:00,2022,1,Monday,9,42.34107714060189,-71.07239569839042,"(42.34107714060189, -71.07239569839042)",10,09:16:00,WARRANT-INVESTIGATION,South End
6231,INVESTIGATE PERSON,D4,0,2022-01-10 09:06:00,2022,1,Monday,9,42.33503480952617,-71.08240248062698,"(42.33503480952617, -71.08240248062698)",10,09:06:00,WARRANT-INVESTIGATION,South End
6232,SICK ASSIST,D4,0,2022-01-10 06:25:00,2022,1,Monday,6,42.34255919133471,-71.06270823776892,"(42.34255919133471, -71.06270823776892)",10,06:25:00,SICK-INJURED,South End
6233,INVESTIGATE PERSON,D4,0,2022-01-10 04:24:00,2022,1,Monday,4,42.33744114436804,-71.08057671027895,"(42.337441144368036, -71.08057671027895)",10,04:24:00,WARRANT-INVESTIGATION,South End
6234,VAL - OPERATING AFTER REV/SUSP.,D4,0,2022-01-10 02:32:00,2022,1,Monday,2,42.33359003388029,-71.07704997550684,"(42.333590033880284, -71.07704997550684)",10,02:32:00,UNLAWFUL OPERATION,South End
6235,SICK ASSIST,D4,0,2022-01-10 01:40:00,2022,1,Monday,1,42.34483984210984,-71.06740492202373,"(42.34483984210984, -71.06740492202373)",10,01:40:00,SICK-INJURED,South End
6236,LARCENY SHOPLIFTING,D4,0,2022-01-09 21:42:00,2022,1,Sunday,21,42.3441262779061,-71.0994277699999,"(42.3441262779061, -71.0994277699999)",09,21:42:00,SICK-INJURED,South End
6237,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,0,2022-01-08 23:45:00,2022,1,Saturday,23,42.33811900048976,-71.08490450058117,"(42.33811900048976, -71.08490450058117)",08,23:45:00,THEFT-DAMAGE,South End
6238,ROBBERY,D4,0,2022-01-09 20:20:00,2022,1,Sunday,20,42.33816386524174,-71.0746121662475,"(42.33816386524174, -71.0746121662475)",09,20:20:00,THEFT-DAMAGE,South End
6239,PROPERTY - LOST/ MISSING,D4,0,2022-01-09 18:57:00,2022,1,Sunday,18,42.3441262779061,-71.0994277699999,"(42.3441262779061, -71.0994277699999)",09,18:57:00,PROPERTY LOSS,South End
6240,SUDDEN DEATH,D4,0,2022-01-09 18:08:00,2022,1,Sunday,18,42.33744114436804,-71.08057671027895,"(42.337441144368036, -71.08057671027895)",09,18:08:00,DEATH,South End
6241,AUTO THEFT,D4,0,2022-01-08 17:00:00,2022,1,Saturday,17,42.33689150112768,-71.0775509960834,"(42.33689150112768, -71.0775509960834)",08,17:00:00,THEFT-DAMAGE,South End
6242,LARCENY SHOPLIFTING,D4,0,2022-01-09 17:32:00,2022,1,Sunday,17,42.3481315830497,-71.08027001562783,"(42.3481315830497, -71.08027001562783)",09,17:32:00,SICK-INJURED,South End
6243,SICK ASSIST,D4,0,2022-01-09 16:36:00,2022,1,Sunday,16,42.338239967756365,-71.07665994609825,"(42.338239967756365, -71.07665994609825)",09,16:36:00,SICK-INJURED,South End
6244,LARCENY SHOPLIFTING,D4,0,2022-01-09 15:44:00,2022,1,Sunday,15,42.3441262779061,-71.0994277699999,"(42.3441262779061, -71.0994277699999)",09,15:44:00,SICK-INJURED,South End
6245,PROPERTY - LOST/ MISSING,D4,0,2022-01-08 13:00:00,2022,1,Saturday,13,42.34186951975592,-71.08372190158647,"(42.34186951975592, -71.08372190158647)",08,13:00:00,PROPERTY LOSS,South End
6246,VANDALISM,D4,0,2022-01-08 15:00:00,2022,1,Saturday,15,42.33954198983014,-71.06940876967543,"(42.33954198983014, -71.06940876967543)",08,15:00:00,THEFT-DAMAGE,South End
6247,SUDDEN DEATH,D4,0,2022-01-09 12:01:00,2022,1,Sunday,12,42.33698202153243,-71.08458698858709,"(42.33698202153243, -71.08458698858709)",09,12:01:00,DEATH,South End
6248,PROPERTY - FOUND,D4,0,2022-01-09 11:00:00,2022,1,Sunday,11,42.33954198983014,-71.06940876967543,"(42.33954198983014, -71.06940876967543)",09,11:00:00,PROPERTY LOSS,South End
6249,LARCENY THEFT OF BICYCLE,D4,0,2022-01-07 13:00:00,2022,1,Friday,13,42.348623815554966,-71.08277637086411,"(42.348623815554966, -71.08277637086411)",07,13:00:00,THEFT-DAMAGE,South End
6250,TOWED MOTOR VEHICLE,D4,0,2022-01-09 00:00:00,2022,1,Sunday,0,42.340708863932186,-71.0747369814567,"(42.340708863932186, -71.0747369814567)",09,00:00:00,ACCIDENT-VEHICLE RELATED VIOLATIONS,South End
6251,TOWED MOTOR VEHICLE,D4,0,2022-01-09 08:16:00,2022,1,Sunday,8,42.34358318282878,-71.09000353438735,"(42.34358318282878, -71.09000353438735)",09,08:16:00,ACCIDENT-VEHICLE RELATED VIOLATIONS,South End
6252,TOWED MOTOR VEHICLE,D4,0,2022-01-09 06:58:00,2022,1,Sunday,6,42.3464159838033,-71.10035944884147,"(42.346415983803304, -71.10035944884147)",09,06:58:00,ACCIDENT-VEHICLE RELATED VIOLATIONS,South End
6253,PROPERTY - LOST/ MISSING,D4,0,2022-01-09 02:05:00,2022,1,Sunday,2,42.347173632182574,-71.09644389479354,"(42.347173632182574, -71.09644389479354)",09,02:05:00,PROPERTY LOSS,South End
6254,LARCENY SHOPLIFTING,D4,0,2022-01-08 21:44:00,2022,1,Saturday,21,42.3441262779061,-71.0994277699999,"(42.3441262779061, -71.0994277699999)",08,21:44:00,SICK-INJURED,South End
6255,M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,D4,0,2022-01-08 15:45:00,2022,1,Saturday,15,42.33733298842379,-71.07807400722,"(42.33733298842379, -71.07807400722)",08,15:45:00,ACCIDENT-VEHICLE RELATED VIOLATIONS,South End
6256,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,0,2022-01-07 15:35:00,2022,1,Friday,15,42.33954198983014,-71.06940876967543,"(42.33954198983014, -71.06940876967543)",07,15:35:00,THEFT-DAMAGE,South End
6257,AUTO THEFT,D4,0,2022-01-08 12:53:00,2022,1,Saturday,12,42.33954198983014,-71.06940876967543,"(42.33954198983014, -71.06940876967543)",08,12:53:00,THEFT-DAMAGE,South End
6258,BURGLARY - COMMERICAL,D4,0,2022-01-08 10:27:00,2022,1,Saturday,10,42.340915857528735,-71.08771530859775,"(42.340915857528735, -71.08771530859775)",08,10:27:00,THEFT-DAMAGE,South End
6259,LARCENY SHOPLIFTING,D4,0,2022-01-08 09:22:00,2022,1,Saturday,9,42.34439568415443,-71.08632016344815,"(42.34439568415443, -71.08632016344815)",08,09:22:00,SICK-INJURED,South End
6260,SICK ASSIST - DRUG RELATED ILLNESS,D4,0,2022-01-08 06:16:00,2022,1,Saturday,6,42.34585624769422,-71.0809952939999,"(42.34585624769422, -71.0809952939999)",08,06:16:00,,South End
6261,TOWED MOTOR VEHICLE,D4,0,2022-01-08 04:57:00,2022,1,Saturday,4,42.34591240862457,-71.10110117025185,"(42.34591240862457, -71.10110117025185)",08,04:57:00,ACCIDENT-VEHICLE RELATED VIOLATIONS,South End
6262,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),D4,0,2022-01-08 01:13:00,2022,1,Saturday,1,42.34877574915614,-71.09606804653521,"(42.34877574915614, -71.09606804653521)",08,01:13:00,THEFT-DAMAGE,South End
6263,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,0,2022-01-08 00:42:00,2022,1,Saturday,0,42.33246399295361,-71.07874760292749,"(42.33246399295361, -71.07874760292749)",08,00:42:00,THEFT-DAMAGE,South End
6264,SICK ASSIST - DRUG RELATED ILLNESS,D4,0,2022-01-07 19:18:00,2022,1,Friday,19,42.344280822999686,-71.08982187623624,"(42.344280822999686, -71.08982187623624)",07,19:18:00,,South End
6265,SICK/INJURED/MEDICAL - PERSON,D4,0,2022-01-07 18:47:00,2022,1,Friday,18,42.34580310359131,-71.06693027249624,"(42.34580310359131, -71.06693027249624)",07,18:47:00,SICK-INJURED,South End
6266,LARCENY SHOPLIFTING,D4,0,2022-01-07 19:09:00,2022,1,Friday,19,42.3441262779061,-71.0994277699999,"(42.3441262779061, -71.0994277699999)",07,19:09:00,SICK-INJURED,South End
6267,INVESTIGATE PERSON,D4,0,2022-01-07 18:26:00,2022,1,Friday,18,42.33679150042294,-71.07608909131541,"(42.33679150042294, -71.07608909131541)",07,18:26:00,WARRANT-INVESTIGATION,South End
6268,M/V ACCIDENT - OTHER,D4,0,2022-01-07 16:50:00,2022,1,Friday,16,42.3475079865195,-71.0915320044905,"(42.3475079865195, -71.0915320044905)",07,16:50:00,ACCIDENT-VEHICLE RELATED VIOLATIONS,South End
6269,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,0,2022-01-07 14:59:00,2022,1,Friday,14,42.3382557219581,-71.07920917599449,"(42.3382557219581, -71.07920917599449)",07,14:59:00,THEFT-DAMAGE,South End
6270,INVESTIGATE PERSON,D4,0,2022-01-07 13:52:00,2022,1,Friday,13,42.34072168870487,-71.07768508858483,"(42.34072168870487, -71.07768508858483)",07,13:52:00,WARRANT-INVESTIGATION,South End
6271,LARCENY THEFT FROM BUILDING,D4,0,2022-01-07 13:28:00,2022,1,Friday,13,42.3449342783627,-71.06366373548889,"(42.3449342783627, -71.06366373548889)",07,13:28:00,SICK-INJURED,South End
6272,ASSAULT - AGGRAVATED,D4,0,2022-01-07 08:13:00,2022,1,Friday,8,42.347289961576735,-71.08773003205229,"(42.347289961576735, -71.08773003205229)",07,08:13:00,ASSAULT,South End
6273,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,0,2022-01-07 07:20:00,2022,1,Friday,7,42.35481002342846,-71.07482994772025,"(42.35481002342846, -71.07482994772025)",07,07:20:00,THEFT-DAMAGE,South End
6274,GRAFFITI,D4,0,2022-01-07 00:58:00,2022,1,Friday,0,42.344126218792425,-71.09760877682287,"(42.344126218792425, -71.09760877682287)",07,00:58:00,DISTURBANCE,South End
6275,ASSAULT - SIMPLE,D4,0,2022-01-06 22:03:00,2022,1,Thursday,22,42.34901954394794,-71.08130134210003,"(42.34901954394794, -71.08130134210003)",06,22:03:00,ASSAULT,South End
6276,SICK/INJURED/MEDICAL - PERSON,D4,0,2022-01-06 21:46:00,2022,1,Thursday,21,42.34110439367976,-71.07181420936595,"(42.34110439367976, -71.07181420936595)",06,21:46:00,SICK-INJURED,South End
6277,FRAUD - FALSE PRETENSE / SCHEME,D4,0,2022-01-06 19:47:00,2022,1,Thursday,19,42.33954198983014,-71.06940876967543,"(42.33954198983014, -71.06940876967543)",06,19:47:00,FRAUD - FINANCIAL,South End
6278,ASSAULT - SIMPLE,D4,0,2022-01-06 20:15:00,2022,1,Thursday,20,42.350080001891534,-71.07734997773767,"(42.350080001891534, -71.07734997773767)",06,20:15:00,ASSAULT,South End
6279,SICK ASSIST - DRUG RELATED ILLNESS,D4,0,2022-01-06 20:11:00,2022,1,Thursday,20,42.33401828958511,-71.07638123930862,"(42.33401828958511, -71.07638123930862)",06,20:11:00,,South End
6280,LARCENY SHOPLIFTING,D4,0,2022-01-06 16:30:00,2022,1,Thursday,16,42.34797239824585,-71.07849581587274,"(42.34797239824585, -71.07849581587274)",06,16:30:00,SICK-INJURED,South End
6281,LARCENY SHOPLIFTING,D4,0,2022-01-06 17:53:00,2022,1,Thursday,17,42.3517617903338,-71.07452167494773,"(42.3517617903338, -71.07452167494773)",06,17:53:00,SICK-INJURED,South End
6282,M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,D4,0,2022-01-06 17:45:00,2022,1,Thursday,17,42.335559540812085,-71.07436363774369,"(42.335559540812085, -71.07436363774369)",06,17:45:00,ACCIDENT-VEHICLE RELATED VIOLATIONS,South End
6283,SERVICE TO OTHER AGENCY,D4,0,2022-01-04 05:08:00,2022,1,Tuesday,5,42.33954198983014,-71.06940876967543,"(42.33954198983014, -71.06940876967543)",04,05:08:00,OTHER,South End
6284,INVESTIGATE PROPERTY,D4,0,2022-01-06 14:40:00,2022,1,Thursday,14,42.33954198983014,-71.06940876967543,"(42.33954198983014, -71.06940876967543)",06,14:40:00,WARRANT-INVESTIGATION,South End
6285,PROPERTY - ACCIDENTAL DAMAGE,D4,0,2022-01-06 14:18:00,2022,1,Thursday,14,42.33954198983014,-71.06940876967543,"(42.33954198983014, -71.06940876967543)",06,14:18:00,THEFT-DAMAGE,South End
6286,SICK ASSIST,D4,0,2022-01-06 13:33:00,2022,1,Thursday,13,42.33632385515941,-71.07956046951838,"(42.336323855159414, -71.07956046951838)",06,13:33:00,SICK-INJURED,South End
6287,HARASSMENT/ CRIMINAL HARASSMENT,D4,0,2022-01-06 13:49:00,2022,1,Thursday,13,42.33954198983014,-71.06940876967543,"(42.33954198983014, -71.06940876967543)",06,13:49:00,HARASSMENT-VERBAL,South End
6288,INVESTIGATE PERSON,D4,0,2022-01-06 12:11:00,2022,1,Thursday,12,42.348623815554966,-71.08277637086411,"(42.348623815554966, -71.08277637086411)",06,12:11:00,WARRANT-INVESTIGATION,South End
6289,VERBAL DISPUTE,D4,0,2022-01-06 11:48:00,2022,1,Thursday,11,42.33455373593907,-71.07560801275244,"(42.33455373593907, -71.07560801275244)",06,11:48:00,HARASSMENT-VERBAL,South End
6290,M/V - LEAVING SCENE - PERSONAL INJURY,D4,0,2022-01-06 11:50:00,2022,1,Thursday,11,42.33954198983014,-71.06940876967543,"(42.33954198983014, -71.06940876967543)",06,11:50:00,SICK-INJURED,South End
6291,TOWED MOTOR VEHICLE,D4,0,2022-01-06 07:56:00,2022,1,Thursday,7,42.351968132885816,-71.08200943463383,"(42.351968132885816, -71.08200943463383)",06,07:56:00,ACCIDENT-VEHICLE RELATED VIOLATIONS,South End
6292,LARCENY ALL OTHERS,D4,0,2022-01-04 10:00:00,2022,1,Tuesday,10,42.33954198983014,-71.06940876967543,"(42.33954198983014, -71.06940876967543)",04,10:00:00,THEFT-DAMAGE,South End
6293,BURGLARY - COMMERICAL,D4,0,2022-01-06 06:35:00,2022,1,Thursday,6,42.342898500827786,-71.07880000122785,"(42.342898500827786, -71.07880000122785)",06,06:35:00,THEFT-DAMAGE,South End
6294,ASSAULT - AGGRAVATED,D4,0,2022-01-06 05:45:00,2022,1,Thursday,5,42.34334672152103,-71.0664314161937,"(42.34334672152103, -71.0664314161937)",06,05:45:00,ASSAULT,South End
6295,SICK ASSIST,D4,0,2022-01-05 21:14:00,2022,1,Wednesday,21,42.35172173959798,-71.08624607736272,"(42.35172173959798, -71.08624607736272)",05,21:14:00,SICK-INJURED,South End
6296,INVESTIGATE PERSON,D4,0,2022-01-05 20:59:00,2022,1,Wednesday,20,42.34451294296881,-71.08049717035647,"(42.34451294296881, -71.08049717035647)",05,20:59:00,WARRANT-INVESTIGATION,South End
6297,LARCENY THEFT FROM BUILDING,D4,0,2022-01-05 20:34:00,2022,1,Wednesday,20,42.33954198983014,-71.06940876967543,"(42.33954198983014, -71.06940876967543)",05,20:34:00,SICK-INJURED,South End
6298,M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,D4,0,2022-01-05 18:56:00,2022,1,Wednesday,18,42.34130396406651,-71.07204700952303,"(42.34130396406651, -71.07204700952303)",05,18:56:00,ACCIDENT-VEHICLE RELATED VIOLATIONS,South End
6299,DEATH INVESTIGATION,D4,0,2022-01-05 18:30:00,2022,1,Wednesday,18,42.34439568415443,-71.08632016344815,"(42.34439568415443, -71.08632016344815)",05,18:30:00,DEATH,South End
6300,LARCENY THEFT OF BICYCLE,D4,0,2022-01-05 18:12:00,2022,1,Wednesday,18,42.33954198983014,-71.06940876967543,"(42.33954198983014, -71.06940876967543)",05,18:12:00,THEFT-DAMAGE,South End
6301,LARCENY SHOPLIFTING,D4,0,2022-01-01 16:18:00,2022,1,Saturday,16,42.34797239824585,-71.07849581587274,"(42.34797239824585, -71.07849581587274)",01,16:18:00,SICK-INJURED,South End
6302,SICK ASSIST,D4,0,2022-01-05 16:26:00,2022,1,Wednesday,16,42.34329794595815,-71.06458096424923,"(42.34329794595815, -71.06458096424923)",05,16:26:00,SICK-INJURED,South End
6303,INVESTIGATE PERSON,D4,0,2022-01-05 09:25:00,2022,1,Wednesday,9,42.348623815554966,-71.08277637086411,"(42.348623815554966, -71.08277637086411)",05,09:25:00,WARRANT-INVESTIGATION,South End
6304,LARCENY SHOPLIFTING,D4,0,2022-01-05 13:41:00,2022,1,Wednesday,13,42.34840576247316,-71.08688338740227,"(42.34840576247316, -71.08688338740227)",05,13:41:00,SICK-INJURED,South End
6305,SICK/INJURED/MEDICAL - PERSON,D4,0,2022-01-05 14:10:00,2022,1,Wednesday,14,42.33543394019406,-71.08076738280505,"(42.33543394019406, -71.08076738280505)",05,14:10:00,SICK-INJURED,South End
6306,FRAUD - CREDIT CARD / ATM FRAUD,D4,0,2022-01-05 15:00:00,2022,1,Wednesday,15,42.33954198983014,-71.06940876967543,"(42.33954198983014, -71.06940876967543)",05,15:00:00,FRAUD - FINANCIAL,South End
6307,M/V ACCIDENT - PROPERTY DAMAGE,D4,0,2022-01-05 15:03:00,2022,1,Wednesday,15,42.33349998017161,-71.07350999617319,"(42.33349998017161, -71.07350999617319)",05,15:03:00,ACCIDENT-VEHICLE RELATED VIOLATIONS,South End
6308,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,0,2022-01-05 13:30:00,2022,1,Wednesday,13,42.33954198983014,-71.06940876967543,"(42.33954198983014, -71.06940876967543)",05,13:30:00,THEFT-DAMAGE,South End
6309,DEATH INVESTIGATION,D4,0,2022-01-05 13:35:00,2022,1,Wednesday,13,42.3415341246194,-71.0817436772639,"(42.3415341246194, -71.0817436772639)",05,13:35:00,DEATH,South End
6310,SICK ASSIST,D4,0,2022-01-05 11:39:00,2022,1,Wednesday,11,42.34453911223128,-71.07358770006816,"(42.344539112231274, -71.07358770006816)",05,11:39:00,SICK-INJURED,South End
6311,ASSAULT - SIMPLE,D4,0,2022-01-05 12:05:00,2022,1,Wednesday,12,42.34201849799732,-71.08566212663452,"(42.34201849799732, -71.08566212663452)",05,12:05:00,ASSAULT,South End
6312,M/V ACCIDENT - OTHER CITY VEHICLE,D4,0,2022-01-05 12:40:00,2022,1,Wednesday,12,42.34701666208952,-71.06886237476384,"(42.34701666208952, -71.06886237476384)",05,12:40:00,ACCIDENT-VEHICLE RELATED VIOLATIONS,South End
6313,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,0,2022-01-05 11:30:00,2022,1,Wednesday,11,42.33954198983014,-71.06940876967543,"(42.33954198983014, -71.06940876967543)",05,11:30:00,THEFT-DAMAGE,South End
6314,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,0,2022-01-05 10:34:00,2022,1,Wednesday,10,42.33349998017161,-71.07350999617319,"(42.33349998017161, -71.07350999617319)",05,10:34:00,DRUG ALCOHOL RELATED,South End
6315,TOWED MOTOR VEHICLE,D4,0,2022-01-05 09:30:00,2022,1,Wednesday,9,42.34200380103656,-71.1001116892184,"(42.34200380103656, -71.1001116892184)",05,09:30:00,ACCIDENT-VEHICLE RELATED VIOLATIONS,South End
6316,MISSING PERSON,D4,0,2022-01-05 09:26:00,2022,1,Wednesday,9,42.338538878772646,-71.07538516611886,"(42.338538878772646, -71.07538516611886)",05,09:26:00,MISSING PERSON - KIDNAPPING,South End
6317,VANDALISM,D4,0,2022-01-01 03:23:00,2022,1,Saturday,3,42.34542104068098,-71.08181994547562,"(42.34542104068098, -71.08181994547562)",01,03:23:00,THEFT-DAMAGE,South End
6318,TOWED MOTOR VEHICLE,D4,0,2022-01-05 08:40:00,2022,1,Wednesday,8,42.35257169735742,-71.0749162975368,"(42.35257169735742, -71.0749162975368)",05,08:40:00,ACCIDENT-VEHICLE RELATED VIOLATIONS,South End
6319,ASSAULT - SIMPLE,D4,0,2022-01-05 07:33:00,2022,1,Wednesday,7,42.34028573722205,-71.07145448799103,"(42.340285737222054, -71.07145448799103)",05,07:33:00,ASSAULT,South End
6320,FIREARM/WEAPON - LOST,D4,0,2022-01-04 20:13:00,2022,1,Tuesday,20,42.34296463686919,-71.08244712787703,"(42.34296463686919, -71.08244712787703)",04,20:13:00,PROPERTY LOSS,South End
6321,M/V ACCIDENT - INVOLVING PEDESTRIAN - NO INJURY,D4,0,2022-01-04 20:00:00,2022,1,Tuesday,20,42.33954198983014,-71.06940876967543,"(42.33954198983014, -71.06940876967543)",04,20:00:00,ACCIDENT-VEHICLE RELATED VIOLATIONS,South End
6322,SICK/INJURED/MEDICAL - PERSON,D4,0,2022-01-04 19:15:00,2022,1,Tuesday,19,42.34598862230432,-71.10477650186479,"(42.34598862230432, -71.10477650186479)",04,19:15:00,SICK-INJURED,South End
6323,VAL - VIOLATION OF AUTO LAW,D4,0,2022-01-04 18:40:00,2022,1,Tuesday,18,42.34425001250439,-71.07110996151069,"(42.34425001250439, -71.07110996151069)",04,18:40:00,ACCIDENT-VEHICLE RELATED VIOLATIONS,South End
6324,M/V ACCIDENT - OTHER,D4,0,2022-01-04 17:22:00,2022,1,Tuesday,17,42.347289961576735,-71.08773003205229,"(42.347289961576735, -71.08773003205229)",04,17:22:00,ACCIDENT-VEHICLE RELATED VIOLATIONS,South End
6325,INVESTIGATE PERSON,D4,0,2022-01-04 14:55:00,2022,1,Tuesday,14,42.34577820288522,-71.08429594669646,"(42.34577820288522, -71.08429594669646)",04,14:55:00,WARRANT-INVESTIGATION,South End
6326,PROPERTY - LOST/ MISSING,D4,0,2022-01-04 14:00:00,2022,1,Tuesday,14,42.33954198983014,-71.06940876967543,"(42.33954198983014, -71.06940876967543)",04,14:00:00,PROPERTY LOSS,South End
6327,M/V ACCIDENT - PERSONAL INJURY,D4,0,2022-01-04 13:53:00,2022,1,Tuesday,13,42.33428840659416,-71.07239517543796,"(42.334288406594155, -71.07239517543796)",04,13:53:00,ACCIDENT-VEHICLE RELATED VIOLATIONS,South End
6328,M/V ACCIDENT - PROPERTY DAMAGE,D4,0,2022-01-04 10:45:00,2022,1,Tuesday,10,42.33511903946614,-71.07491709613726,"(42.33511903946614, -71.07491709613726)",04,10:45:00,ACCIDENT-VEHICLE RELATED VIOLATIONS,South End
6329,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),D4,0,2022-01-04 01:25:00,2022,1,Tuesday,1,42.33992189683092,-71.07100714678168,"(42.339921896830916, -71.07100714678168)",04,01:25:00,THEFT-DAMAGE,South End
6330,AUTO THEFT,D4,0,2022-01-03 22:13:00,2022,1,Monday,22,42.33954198983014,-71.06940876967543,"(42.33954198983014, -71.06940876967543)",03,22:13:00,THEFT-DAMAGE,South End
6331,M/V ACCIDENT - PERSONAL INJURY,D4,0,2022-01-03 19:29:00,2022,1,Monday,19,42.33781603913626,-71.07732595060793,"(42.33781603913626, -71.07732595060793)",03,19:29:00,ACCIDENT-VEHICLE RELATED VIOLATIONS,South End
6332,AUTO THEFT,D4,0,2022-01-03 19:22:00,2022,1,Monday,19,42.34840576247316,-71.08688338740227,"(42.34840576247316, -71.08688338740227)",03,19:22:00,THEFT-DAMAGE,South End
6333,INVESTIGATE PERSON,D4,0,2022-01-03 18:28:00,2022,1,Monday,18,42.34055884407354,-71.07022770536241,"(42.34055884407354, -71.07022770536241)",03,18:28:00,WARRANT-INVESTIGATION,South End
6334,INVESTIGATE PERSON,D4,0,2022-01-03 18:24:00,2022,1,Monday,18,42.334219417895525,-71.07434615707857,"(42.334219417895525, -71.07434615707857)",03,18:24:00,WARRANT-INVESTIGATION,South End
6335,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,0,2022-01-01 01:00:00,2022,1,Saturday,1,42.34999732725388,-71.08103440327558,"(42.34999732725388, -71.08103440327558)",01,01:00:00,THEFT-DAMAGE,South End
6336,LARCENY THEFT FROM BUILDING,D4,0,2022-01-03 14:19:00,2022,1,Monday,14,42.33954198983014,-71.06940876967543,"(42.33954198983014, -71.06940876967543)",03,14:19:00,SICK-INJURED,South End
6337,INVESTIGATE PERSON,D4,0,2022-01-02 20:33:00,2022,1,Sunday,20,42.344280822999686,-71.08982187623624,"(42.344280822999686, -71.08982187623624)",02,20:33:00,WARRANT-INVESTIGATION,South End
